"ID","NAME","EXTERNAL ID","DATA CENTER","STATUS"
"a990q0000008bemAAA","CGAVCCP01","CGAVCCP01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008benAAA","CGAVCMGT01","CGAVCMGT01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008beoAAA","CGAVCOLL01","CGAVCOLL01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008bepAAA","CGAVCOLL02","CGAVCOLL02","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008ctGAAQ","CGAVCPRD01","CGAVCPRD01","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008beqAAA","CGAVCSAP01","CGAVCSAP01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008berAAA","CGAVCVDI01","CGAVCVDI01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008besAAA","CGAVDICB01","CGAVDICB01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008betAAA","CGAVDICB02","CGAVDICB02","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008beuAAA","CGAVDISRM01","CGAVDISRM01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008bevAAA","CGAVDIVRA01","CGAVDIVRA01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008bewAAA","CGAVDIVRA02","CGAVDIVRA02","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008bexAAA","CGAVIDM02","CGAVIDM02","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008beyAAA","CGAVMCONV01","CGAVMCONV01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008bezAAA","CGAVROPS01","CGAVROPS01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008bf0AAA","CGAVROPS02","CGAVROPS02","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008bf1AAA","CGAVUMMGT01","CGAVUMMGT01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008ctHAAQ","CGAVUMPRD01","CGAVUMPRD01","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008bf2AAA","CGAVUMSAP01","CGAVUMSAP01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008bf3AAA","CGAVUMVDI01","CGAVUMVDI01","Rogers Airdrie - New Data Center","Item Updated"
"a990q0000008ctIAAQ","CGAWCOMSQL002PD","CGAWCOMSQL002PD","Rogers Airdrie - New Data Center","Item Created"
"a990q0000008bf4AAA","CGCADMIN001NP","CGCADMIN001NP","","Item Updated"
"a990q0000008bf5AAA","CGCADMIN001PD","CGCADMIN001PD","","Item Updated"
"a990q0000008bf6AAA","CGCAPP1000TS","CGCAPP1000TS","","Item Updated"
"a990q0000008bf7AAA","CGCAPP1001TS","CGCAPP1001TS","","Item Updated"
"a990q0000008bf8AAA","CGCAPP1002DV","CGCAPP1002DV","","Item Updated"
"a990q0000008bf9AAA","CGCAPP1003DV","CGCAPP1003DV","","Item Updated"
"a990q0000008bfAAAQ","CGCAPP1003PD","CGCAPP1003PD","Rogers CoLo Data Center","Item Updated"
"a990q0000008bfBAAQ","CGCAPP1004DV","CGCAPP1004DV","","Item Updated"
"a990q0000008bfCAAQ","CGCAPP1005QA","CGCAPP1005QA","","Item Updated"
"a990q0000008bfDAAQ","CGCAPP1006DV","CGCAPP1006DV","Rogers CoLo Data Center","Item Updated"
"a990q0000008bfEAAQ","CGCAPP1006QA","CGCAPP1006QA","","Item Updated"
"a990q0000008bfFAAQ","CGCAPP1007QA","CGCAPP1007QA","","Item Updated"
"a990q0000008bfGAAQ","CGCAPP1013QA","CGCAPP1013QA","","Item Updated"
"a990q0000008bfHAAQ","CGCAPP1026DV","CGCAPP1026DV","Rogers CoLo Data Center","Item Updated"
"a990q0000008bfIAAQ","CGCAPP1027DV","CGCAPP1027DV","Rogers CoLo Data Center","Item Updated"
"a990q0000008bfJAAQ","CGCAPP1041TS","CGCAPP1041TS","","Item Updated"
