ruledefaultname,monitorInstance,time,minvalue,avgvalue,maxvalue,server,serverid,metric,type,external id,unit
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,7.936335087,41.07155275,78.91428375,CGWAPP725PD.hq.huskyenergy.com,CGWAPP725PD,CPU Utilization,Baseline,CGWAPP725PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,40.54331589,77.68556976,99.43725586,CGWAPP763PD,CGWAPP763PD,CPU Utilization,Baseline,CGWAPP763PD-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,66.98651886,69.92307091,78.94511414,CGWAPP846PD.hq.huskyenergy.com,CGWAPP846PD,CPU Utilization,Baseline,CGWAPP846PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,92.75483704,96.37741852,100,CGWBES288PD,CGWBES288PD,CPU Utilization,Baseline,CGWBES288PD-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.150727749,62.92257708,99.77061462,CGWBTL385PD.hq.huskyenergy.com,CGWBTL385PD,CPU Utilization,Baseline,CGWBTL385PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,17.89123535,20.5328145,30.42890549,CGWGGX281PD.hq.huskyenergy.com,CGWGGX281PD,CPU Utilization,Baseline,CGWGGX281PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,17.38161087,17.94479465,25.79048729,CGWGGX282PD.hq.huskyenergy.com,CGWGGX282PD,CPU Utilization,Baseline,CGWGGX282PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,7.245501518,7.325722694,12.28397942,CGWLSW423PD.hq.huskyenergy.com,CGWLSW423PD,CPU Utilization,Baseline,CGWLSW423PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,35.10186386,44.66640091,78.10610199,CGWNWR414PD.hq.huskyenergy.com,CGWNWR414PD,CPU Utilization,Baseline,CGWNWR414PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,52.35562897,73.11549441,98.83830261,CGWPEL056PD.hq.huskyenergy.com,CGWPEL056PD,CPU Utilization,Baseline,CGWPEL056PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,29.54128838,43.65862742,95.96677399,cgwscom351pd.hq.huskyenergy.com,cgwscom351pd,CPU Utilization,Baseline,cgwscom351pd.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,11.93979168,51.07576799,99.97809601,cgwscom352pd.hq.huskyenergy.com,cgwscom352pd,CPU Utilization,Baseline,cgwscom352pd.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,15.87334251,38.78174305,74.95883942,cgwscom450pd.hq.huskyenergy.com,cgwscom450pd,CPU Utilization,Baseline,cgwscom450pd.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,33.88090897,44.78699425,76.77623749,cgwscom451pd.hq.huskyenergy.com,cgwscom451pd,CPU Utilization,Baseline,cgwscom451pd.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,100,100,100,CGWSQL476PD.hq.huskyenergy.com,CGWSQL476PD,CPU Utilization,Baseline,CGWSQL476PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,77.84788513,80.83045197,99.32106781,CGWSQL551PD.hq.huskyenergy.com,CGWSQL551PD,CPU Utilization,Baseline,CGWSQL551PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,42.2024231,45.94205952,52.6439209,CGYWCPCH02.hq.huskyenergy.com,CGYWCPCH02,CPU Utilization,Baseline,CGYWCPCH02.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,25.11709023,26.81034088,41.09418106,CGYWCPCH03.hq.huskyenergy.com,CGYWCPCH03,CPU Utilization,Baseline,CGYWCPCH03.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,3.683296442,3.683296442,6.292068958,CGYWCPUM01.hq.huskyenergy.com,CGYWCPUM01,CPU Utilization,Baseline,CGYWCPUM01.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.310727596,20.97684984,46.97714615,CNCEPDC01.hq.huskyenergy.com,CNCEPDC01,CPU Utilization,Baseline,CNCEPDC01.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,12.04615879,23.16664171,41.64435196,CNW010.hq.huskyenergy.com,CNW010,CPU Utilization,Baseline,CNW010.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.449460506,27.81794423,44.24329376,CNW020.hq.huskyenergy.com,CNW020,CPU Utilization,Baseline,CNW020.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,2.269205093,7.25696973,20.53248024,CTX008,CTX008,CPU Utilization,Baseline,CTX008-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,8.778336525,13.22390002,27.23968506,CTX312.hq.huskyenergy.com,CTX312,CPU Utilization,Baseline,CTX312.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,36.58084869,48.6286869,84.46510315,CGWAPP897PD.hq.huskyenergy.com,CGWAPP897PD,CPU Utilization,Baseline,CGWAPP897PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,100,100,100,CGWDC09.hq.huskyenergy.com,CGWDC09,CPU Utilization,Baseline,CGWDC09.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,66.21347809,75.9328701,97.77360535,CGWJUMP001PD.hq.huskyenergy.com,CGWJUMP001PD,CPU Utilization,Baseline,CGWJUMP001PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,2.111348391,2.111348391,2.111348391,CGWLEA322PD.hq.huskyenergy.com,CGWLEA322PD,CPU Utilization,Baseline,CGWLEA322PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,24.43385506,41.05919096,54.69409561,CGWNWR413PD.hq.huskyenergy.com,CGWNWR413PD,CPU Utilization,Baseline,CGWNWR413PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,73.93759155,85.87453599,100,CGWNWR842PD.hq.huskyenergy.com,CGWNWR842PD,CPU Utilization,Baseline,CGWNWR842PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,20.04653549,32.88943805,68.59432983,cgwscom350pd.hq.huskyenergy.com,cgwscom350pd,CPU Utilization,Baseline,cgwscom350pd.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,16.27172279,30.49722958,83.73364258,CGWSCOM353PD,CGWSCOM353PD,CPU Utilization,Baseline,CGWSCOM353PD-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.33037138,29.08860126,67.95733643,CGWSOL363PD.hq.huskyenergy.com,CGWSOL363PD,CPU Utilization,Baseline,CGWSOL363PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.153366089,41.69581911,85.61506653,CGWSOL364PD.hq.huskyenergy.com,CGWSOL364PD,CPU Utilization,Baseline,CGWSOL364PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,75.39086914,81.17641449,87.84918976,CGWSQL339PD.hq.huskyenergy.com,CGWSQL339PD,CPU Utilization,Baseline,CGWSQL339PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.04438591,26.43576741,76.35497284,CGWSQL559PD.hq.huskyenergy.com,CGWSQL559PD,CPU Utilization,Baseline,CGWSQL559PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,8.109777451,14.10732683,25.77447701,CGWSQL596PD.hq.huskyenergy.com,CGWSQL596PD,CPU Utilization,Baseline,CGWSQL596PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,51.55842972,56.01552048,88.8131485,CGWSQL623PD.hq.huskyenergy.com,CGWSQL623PD,CPU Utilization,Baseline,CGWSQL623PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,38.43105698,40.49588903,56.58425903,CGYDRMB01.hq.huskyenergy.com,CGYDRMB01,CPU Utilization,Baseline,CGYDRMB01.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,4.610334396,4.610334396,4.610334396,CGYDRUM01.hq.huskyenergy.com,CGYDRUM01,CPU Utilization,Baseline,CGYDRUM01.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,2.719935179,3.062497318,4.78779459,CGYDRUM02.hq.huskyenergy.com,CGYDRUM02,CPU Utilization,Baseline,CGYDRUM02.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,31.194767,32.25293104,56.45786285,cgyprint2.hq.huskyenergy.com,cgyprint2,CPU Utilization,Baseline,cgyprint2.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,31.06435394,33.67617035,57.54487228,CGYPrint3.hq.huskyenergy.com,CGYPrint3,CPU Utilization,Baseline,CGYPrint3.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,15.2407465,37.48729587,84.00997925,CGYPRINTR1.hq.huskyenergy.com,CGYPRINTR1,CPU Utilization,Baseline,CGYPRINTR1.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,14.06384373,67.95665431,99.80743408,CNW018.hq.huskyenergy.com,CNW018,CPU Utilization,Baseline,CNW018.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,9.449814796,28.4437619,55.26013565,CNW021.hq.huskyenergy.com,CNW021,CPU Utilization,Baseline,CNW021.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,20.29172516,26.89393768,55.71661377,CNW022.hq.huskyenergy.com,CNW022,CPU Utilization,Baseline,CNW022.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,51.44758224,56.387338,84.66591644,CTX065.hq.huskyenergy.com,CTX065,CPU Utilization,Baseline,CTX065.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,33.77998734,35.04585075,45.66124725,CTX320.hq.huskyenergy.com,CTX320,CPU Utilization,Baseline,CTX320.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,81.3236618,81.33046722,81.70848083,CGWHCN005PD.hq.huskyenergy.com,CGWHCN005PD,CPU Utilization,Baseline,CGWHCN005PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,2.039548159,3.795040965,5.550533772,CGWHVN001TS.hq.huskyenergy.com,CGWHVN001TS,CPU Utilization,Baseline,CGWHVN001TS.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,7.72803545,15.49467194,30.2005806,CGWLZC419PD.hq.huskyenergy.com,CGWLZC419PD,CPU Utilization,Baseline,CGWLZC419PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,42.14603043,79.06177902,97.51965332,CGWPEL054PD.hq.huskyenergy.com,CGWPEL054PD,CPU Utilization,Baseline,CGWPEL054PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,55.68293381,68.65799809,97.12185669,CGWPEL119PD.hq.huskyenergy.com,CGWPEL119PD,CPU Utilization,Baseline,CGWPEL119PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,28.00737953,45.33215306,89.41035461,CGWSCOM347PD.hq.huskyenergy.com,CGWSCOM347PD,CPU Utilization,Baseline,CGWSCOM347PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,4.484529972,36.43639985,74.87006378,CGWSOL212PD.hq.huskyenergy.com,CGWSOL212PD,CPU Utilization,Baseline,CGWSOL212PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,7.88788271,31.13189801,63.94703293,CGWSQL016PD.hq.huskyenergy.com,CGWSQL016PD,CPU Utilization,Baseline,CGWSQL016PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,96.72903442,96.82253647,97.25572205,CGWSQL338PD.hq.huskyenergy.com,CGWSQL338PD,CPU Utilization,Baseline,CGWSQL338PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,11.31173515,47.08075809,88.92032623,CGWSQL455PD.hq.huskyenergy.com,CGWSQL455PD,CPU Utilization,Baseline,CGWSQL455PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,13.27673817,28.04859447,54.01202393,CGWSQL491PD.hq.huskyenergy.com,CGWSQL491PD,CPU Utilization,Baseline,CGWSQL491PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.592618465,30.07183139,82.3085556,CGWSQL560PD.hq.huskyenergy.com,CGWSQL560PD,CPU Utilization,Baseline,CGWSQL560PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,29.66878319,57.31358401,100,CGWSQL939PD.hq.huskyenergy.com,CGWSQL939PD,CPU Utilization,Baseline,CGWSQL939PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,26.37153816,35.05265617,62.90353775,CGYDRMB02.hq.huskyenergy.com,CGYDRMB02,CPU Utilization,Baseline,CGYDRMB02.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,36.44565582,36.44565582,59.59162521,CGYSME02.hq.huskyenergy.com,CGYSME02,CPU Utilization,Baseline,CGYSME02.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,70.89608002,78.79873314,89.85498047,CGYWCPMB01.hq.huskyenergy.com,CGYWCPMB01,CPU Utilization,Baseline,CGYWCPMB01.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,22.78742981,43.85416467,96.60295105,CNCASHUB02.hq.huskyenergy.com,CNCASHUB02,CPU Utilization,Baseline,CNCASHUB02.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,26.75164032,30.10831738,48.58249664,cnw005.hq.huskyenergy.com,cnw005,CPU Utilization,Baseline,cnw005.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,8.377388954,13.77584535,46.99858475,CNW043.hq.huskyenergy.com,CNW043,CPU Utilization,Baseline,CNW043.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,2.501149178,9.962432265,27.83914185,CNW044.hq.huskyenergy.com,CNW044,CPU Utilization,Baseline,CNW044.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,61.61268997,68.46077837,97.56804657,CNXMBX03.hq.huskyenergy.com,CNXMBX03,CPU Utilization,Baseline,CNXMBX03.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,52.76200104,56.41007233,88.18619537,CTX302.hq.huskyenergy.com,CTX302,CPU Utilization,Baseline,CTX302.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.485479355,6.481185675,8.372242928,CTX340.hq.huskyenergy.com,CTX340,CPU Utilization,Baseline,CTX340.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,9.363473892,63.92591596,93.8772049,CTXD02,CTXD02,CPU Utilization,Baseline,CTXD02-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,48.53869629,76.72908592,95.3036499,CTXD04,CTXD04,CPU Utilization,Baseline,CTXD04-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,54.94141388,71.91726379,99.03230286,CGWSQL215PD.hq.huskyenergy.com,CGWSQL215PD,CPU Utilization,Baseline,CGWSQL215PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,11.95563221,42.43085051,92.05632019,CGWSQL255PD.hq.huskyenergy.com,CGWSQL255PD,CPU Utilization,Baseline,CGWSQL255PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,74.38082123,78.71017075,96.04857635,CGWSQL489PD.hq.huskyenergy.com,CGWSQL489PD,CPU Utilization,Baseline,CGWSQL489PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,99.9993515,99.99967575,100,CGWSQL573PD.hq.huskyenergy.com,CGWSQL573PD,CPU Utilization,Baseline,CGWSQL573PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
